Part,Source_PDF,Auxiliary_Flash_KB,DAC_Outputs,Motor_Control_PWM,Number_of_DACs,Number_of_Op_Amps,Quadrature_Encoder,CPU,WDT,POR,BOR,ADC_Resolution_bits,Hardware_RTC,RAM_KB,TempRange_Max,TempRange_Min,CPU_Speed_Max_MHz,Program_Memory_KB,Hardware_Touch,USART,Pincount,I2C,EEPROM_bytes,Packages,SPI,DAC_Resolution_Bits,Number_of_Comparators,IO_Pins_Max,ADC_Channels,Timers_16bit,CCL_LUTs,Voltage_Max,Voltage_Min,CCP,PWM_outputs,Input_Capture,CTMU_Channels,External_Interrupts,Windowed_WDT,DMA_Channels,Timers_8bit,USB,USB_Modules,Output_Compare,CAN_CANFD,TCB_count,TCA_count,Event_System_Channels,PTC_Channels,Output_Compare_PWM,Motor_Control_PWM_PIC,TCD_count,Remappable_Pins,TCC_count,TC_count,TCE_count,TCF_count,IOC_Pins
AT32UC3A0128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A0256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A0512,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A1128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A1256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A1512,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A3128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A3128S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A3256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A3256AU,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A3256S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A364,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A364S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A4128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A4128S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A4256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A4256S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A464,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3A464S,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B0128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B0256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B0512,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B064,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B1128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B1256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B1512,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3B164,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C0128C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C0256C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C0512C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C064C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C1128C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C1256C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C1512C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C1512C-AUTOMOTIVE,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C164C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C2128C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C2256C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C2512C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C2512C-AUTOMOTIVE,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3C264C,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3L0128,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3L016,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3L0256,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3L032,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT32UC3L064,datasheets\doc32000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT80C51RD2,datasheets\doc4113.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP2052,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP213,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP214,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP216,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP3240,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP4052,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP428,datasheets\doc3654A.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51ED2,datasheets\doc3654A.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51IC2,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51ID2,datasheets\doc3654A.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51RB2,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51RC2,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP51RD2,datasheets\doc3654A.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP52,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP6440,datasheets\doc3654A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT89LP828,datasheets\doc3654A.pdf,0,0,0,0,0,0,,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT90CAN128,datasheets\doc7679.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,4,85,-40,,128,,,,,4K Byte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT90CAN32,datasheets\doc7679.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,2,85,-40,,32,,,,,1K Byte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT90CAN64,datasheets\doc7679.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,4,85,-40,,64,,,,,2K Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM1,datasheets\4378S.pdf,0,0,0,0,0,0,,Yes,Yes,,10,,,,,,,,,,,,,,,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM161,datasheets\doc7734.pdf,0,1,0,1,0,0,AVR,Yes,Yes,,10,,,105,-40,,,,,,,,,,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM216,datasheets\Atmel-7710-8-bit-Microcontroller-AT90PWM216-316_Datasheet.pdf,0,1,0,1,0,0,,Yes,Yes,,10,,,105,-40,,,,,,,,SO24,,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM2B,datasheets\Atmel-4317-8-bit-AVR-Flash_Microcontroller-AT90PWM2-3-2B-3B_datasheet.pdf,0,1,0,1,0,0,,Yes,Yes,,10,,,,,,,,,,,,SO24,,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM316,datasheets\Atmel-7710-8-bit-Microcontroller-AT90PWM216-316_Datasheet.pdf,0,1,0,1,0,0,,Yes,Yes,,10,,,105,-40,,,,,,,,"SO32,
QFN32",,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM3B,datasheets\Atmel-4317-8-bit-AVR-Flash_Microcontroller-AT90PWM2-3-2B-3B_datasheet.pdf,0,1,0,1,0,0,,Yes,Yes,,10,,,,,,,,,,,,"SO32,
QFN32",,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90PWM81,datasheets\doc7734.pdf,0,1,0,1,0,0,AVR,Yes,Yes,,10,,,105,-40,,,,,,,,,,10,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
AT90USB1286,datasheets\doc7593.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT90USB1287,datasheets\doc7593.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT90USB162,datasheets\doc7707.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT90USB646,datasheets\doc7593.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT90USB647,datasheets\doc7593.pdf,0,0,0,0,0,0,,Yes,Yes,,10,Yes,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT90USB82,datasheets\doc7707.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,,,85,-40,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT91M40800,datasheets\doc1393.pdf,0,0,0,0,0,0,,Yes,,,,,,85,-40,,,,,,,,TQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91M42800A,datasheets\doc1354.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91M55800A,datasheets\doc1354.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91R48,datasheets\doc1795.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91RM9200,datasheets\Atmel-1768-32-bit-ARM920T-Embedded-Microprocessor-AT91RM9200_Datasheet.pdf,0,0,0,0,0,0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT91SAM7S128,datasheets\DDI0029G_7TDMI_R3_trm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7S256,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7S512,datasheets\DDI0029G_7TDMI_R3_trm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7S64,datasheets\DDI0029G_7TDMI_R3_trm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7SE256,datasheets\6222s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7SE32,datasheets\6222s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7SE512,datasheets\6222s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7X128,datasheets\DDI0029G_7TDMI_R3_trm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7X256,datasheets\DDI0029G_7TDMI_R3_trm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM7XC512B,datasheets\Atmel-6209-32-bit-ARM7TDMI-Microcontroller-SAM7XC512-SAM7XC256-SAM7XC128_Datasheet.pdf,0,0,0,0,0,0,,,Yes,Programmable BOR,10,,128,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,Full Speed,1,,,,,,,,,,,,,,,
AT91SAM9260,datasheets\Atmel-6221-32-bit-ARM926EJ-S-Embedded-Microprocessor-SAM9260_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9CN11,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9CN12,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G15,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G20,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G25,datasheets\SAM9G25-Datasheet-DS60001731A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G35,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G45,datasheets\Atmel-6438-32-bit-ARM926-Embedded-Microprocessor-SAM9G45_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9G46,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9M10,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9M11,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9N12,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9X25,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT91SAM9X35,datasheets\ARM_926EJS_TRM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA128,datasheets\2467S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,PTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA1280,datasheets\ATmega640-1280-1281-2560-2561-Datasheet-DS40002211A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,8,,,,128,PTC,,,,4K,,,,,,,,,5.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA1281,datasheets\ATmega640-1280-1281-2560-2561-Datasheet-DS40002211A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,8,,,,128,PTC,,,,4K,,,,,,,,,5.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA1284,datasheets\ATmega164A_PA-324A_PA-644A_PA-1284_P_Data-Sheet-40002070B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,16,85,-40,,128,PTC,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA1284P,datasheets\ATmega164A_PA-324A_PA-644A_PA-1284_P_Data-Sheet-40002070B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,16,85,-40,,128,PTC,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA128A,datasheets\2467S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,PTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA16,datasheets\ATmega808-09-1608-09-DataSheet-DS40002172C.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,2,125,-40,20,16,,3,28,,256,,1,,1,23,,4,,5.5,1.8,,,,,6,Yes,,,,,,,3,1,6,,,,,,,,,,
ATMEGA1608,datasheets\ATmega808-09-1608-09-DataSheet-DS40002172C.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,2,125,-40,20,16,,3,28,,256,,1,,1,23,,4,,5.5,1.8,,,,,6,Yes,,,,,,,3,1,6,,,,,,,,,,
ATMEGA1609,datasheets\ATmega808-09-1608-09-DataSheet-DS40002172C.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,2,125,-40,20,16,,4,48,,256,,1,,1,41,,5,,5.5,1.8,,,,,10,Yes,,,,,,,4,1,8,,,,,,,,,,
ATMEGA162,datasheets\Atmel-2513-8-bit-AVR-Microntroller-ATmega162_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA164A,datasheets\ATmega164A_PA-324A_PA-644A_PA-1284_P_Data-Sheet-40002070B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,85,-40,,16,PTC,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA164P,datasheets\ATmega164A_PA-324A_PA-644A_PA-1284_P_Data-Sheet-40002070B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,85,-40,,16,PTC,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA164PA,datasheets\ATmega164A_PA-324A_PA-644A_PA-1284_P_Data-Sheet-40002070B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,85,-40,,16,PTC,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA165A,datasheets\Atmel-8285-8-bit-AVR-Microcontroller-ATmega165A_PA_325A_PA_3250A_PA_645A_P_6450A_P_datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA165P,datasheets\Atmel-8285-8-bit-AVR-Microcontroller-ATmega165A_PA_325A_PA_3250A_PA_645A_P_6450A_P_datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA165PA,datasheets\Atmel-8285-8-bit-AVR-Microcontroller-ATmega165A_PA_325A_PA_3250A_PA_645A_P_6450A_P_datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA168,datasheets\Atmel-9365-Automotive-Microcontrollers-ATmega88-ATmega168_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,,,,16Kbytes,,,,,512 Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA168A,datasheets\Atmel-9365-Automotive-Microcontrollers-ATmega88-ATmega168_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,,,,16Kbytes,,,,,512 Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA168P,datasheets\Atmel-9365-Automotive-Microcontrollers-ATmega88-ATmega168_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,,,,16Kbytes,,,,,512 Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA168PA,datasheets\Atmel-9223-Automotive-Microcontrollers-ATmega48PA-ATmega88PA-ATmega168PA_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,,,,16,,,,,512 Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA168PB,datasheets\ATmega48PB-88PB-168PB-DataSheet-DS40001909B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1,105,-40,,16,PTC,,32,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA169A,datasheets\Atmel-8284-8-bit-AVR-microcontroller-ATmega169A_PA_329A_PA_3290A_PA_649A_P_6490A_P_summary.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA169P,datasheets\Atmel-8284-8-bit-AVR-microcontroller-ATmega169A_PA_329A_PA_3290A_PA_649A_P_6490A_P_summary.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMEGA169PA,datasheets\Atmel-8284-8-bit-AVR-microcontroller-ATmega169A_PA_329A_PA_3290A_PA_649A_P_6490A_P_summary.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,1Kbyte,85,-40,,16Kbyte,PTC,,,,512Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
