Part,Source_PDF,Auxiliary_Flash_KB,DAC_Outputs,Motor_Control_PWM,Number_of_DACs,Number_of_Op_Amps,Quadrature_Encoder,CPU,WDT,POR,BOR,ADC_Resolution_bits,Hardware_RTC,RAM_KB,TempRange_Max,TempRange_Min,CPU_Speed_Max_MHz,Program_Memory_KB,Hardware_Touch,USART,Pincount,I2C,EEPROM_bytes,Packages,SPI,DAC_Resolution_Bits,Number_of_Comparators,IO_Pins_Max,ADC_Channels,Timers_16bit,CCL_LUTs,Voltage_Max,Voltage_Min,CCP,PWM_outputs,Input_Capture,CTMU_Channels,External_Interrupts,Windowed_WDT,DMA_Channels,Timers_8bit,USB,USB_Modules,Output_Compare,CAN_CANFD,TCB_count,TCA_count,Event_System_Channels,PTC_Channels,Output_Compare_PWM,Motor_Control_PWM_PIC,TCD_count,Remappable_Pins,TCC_count,TC_count,TCE_count,TCF_count,IOC_Pins
ATSAML22J17A,datasheets\SAM-L22-Family-Data-Sheet-DS60001465.pdf,0,0,0,0,0,0,ARM Cortex-M0+,Yes,Yes,Yes,12,Yes,,85,-40,32,,PTC,,,,0,,,,,,,,,3.63,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
ATSAML22J18A,datasheets\SAM-L22-Family-Data-Sheet-DS60001465.pdf,0,0,0,0,0,0,ARM Cortex-M0+,Yes,Yes,Yes,12,Yes,,85,-40,32,,PTC,,,,0,,,,,,,,,3.63,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
ATSAML22N16A,datasheets\SAM-L22-Family-Data-Sheet-DS60001465.pdf,0,0,0,0,0,0,ARM Cortex-M0+,Yes,Yes,Yes,12,Yes,,85,-40,32,,PTC,,,,0,,,,,,,,,3.63,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
ATSAML22N17A,datasheets\SAM-L22-Family-Data-Sheet-DS60001465.pdf,0,0,0,0,0,0,ARM Cortex-M0+,Yes,Yes,Yes,12,Yes,,85,-40,32,,PTC,,,,0,,,,,,,,,3.63,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
ATSAML22N18A,datasheets\SAM-L22-Family-Data-Sheet-DS60001465.pdf,0,0,0,0,0,0,ARM Cortex-M0+,Yes,Yes,Yes,12,Yes,,85,-40,32,,PTC,,,,0,,,,,,,,,3.63,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
ATSAMS70J19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70J20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,64,,0,"LQFP, QFN",,,,44,5,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70J21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70N19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,"LQFP,",,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70N20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,100,,0,"TFBGA,
VFBGA",,,,75,10,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70N21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70Q19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,"LQFP,",,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70Q20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,144,,0,"LFBGA,
UFBGA",,,,114,24,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMS70Q21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70J19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70J20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,64,,0,LQFP,,,,44,5,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70N19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,"LQFP,",,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70N20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,100,,0,TFBGA,,,,75,10,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70Q19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,"LQFP,",,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV70Q20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,144,,0,TFBGA,,,,114,24,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71J19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71J20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,64,,0,LQFP,,,,44,5,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71J21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71N19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71N20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,100,,0,"LQFP,
TFBGA",,,,75,10,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71N21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71Q19,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71Q20,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,144,,0,"LQFP,
TFBGA",,,,114,24,,,,,,,,,,,24,,Hi-Speed,1,,,,,,,,,,,,,,,
ATSAMV71Q21,datasheets\SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,0,0,0,0,0,0,ARM Cortex-M7,Yes,,Yes,,Yes,,,,300,,,,,,0,,,,,,,,,,,,,,,,,,,Hi-Speed,1,,,,,,,,,,,,,,,
ATTINY10,datasheets\8127_125.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY102,datasheets\Atmel-42505-8-bit-AVR-Microcontrollers-ATtiny102-ATtiny104_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,32,125,-40,,1,,1,8,,,"8-pin UDFN
8-pin SOIC150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY104,datasheets\Atmel-42505-8-bit-AVR-Microcontrollers-ATtiny102-ATtiny104_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,32,125,-40,,1,,1,14,,,14-pin SOIC150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY13,datasheets\doc2535.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,,,,,,"PDIP, SOIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY13A,datasheets\doc2535.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,,,,,,"PDIP, SOIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY1604,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1606,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1607,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1614,datasheets\ATtiny1614-16-17-DataSheet-DS40002204A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1616,datasheets\ATtiny1614-16-17-DataSheet-DS40002204A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1617,datasheets\ATtiny1614-16-17-DataSheet-DS40002204A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY1624,datasheets\ATtiny1624-26-27-DataSheet-DS40002234B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,2,85,-40,20,16,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY1626,datasheets\ATtiny1624-26-27-DataSheet-DS40002234B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,2,85,-40,20,16,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY1627,datasheets\ATtiny1624-26-27-DataSheet-DS40002234B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,2,85,-40,20,16,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY1634,datasheets\Atmel-8303-AVR-8-bit-Microcontroller-ATtiny1634-Appendix-B-125C_Datasheet.pdf,0,0,0,0,0,0,AVR,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY167,datasheets\ATtiny87-167-DataSheet-DS40002167A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,512 Bytes,,,,16,,,,,512 Bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY20,datasheets\Atmel-8235-8-bit-AVR-Microcontroller-ATtiny20_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,PTC,,,,,"SOIC, TSSOP, WLCSP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY202,datasheets\ATtiny202-04-402-04-06-Auto-DataSheet-DS40002159A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY204,datasheets\ATtiny202-04-402-04-06-Auto-DataSheet-DS40002159A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY212,datasheets\ATtiny212-14-412-14-Automotive-DS40002229A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,8,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY214,datasheets\ATtiny212-14-412-14-Automotive-DS40002229A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,8,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY2313,datasheets\1062S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,85,-40,,,,,,,,"PDIP, QFN, TQFP",,,,,,,,5.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY2313A,datasheets\1062S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,85,-40,,,,,,,,"PDIP, QFN, TQFP",,,,,,,,5.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY24,datasheets\Atmel-7819_Automotive-Microcontrollers-ATtiny24-44-84-Appendix-B_Datasheet.pdf,0,0,0,0,0,0,AVR,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY24A,datasheets\Atmel-7819_Automotive-Microcontrollers-ATtiny24-44-84-Appendix-B_Datasheet.pdf,0,0,0,0,0,0,AVR,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY25,datasheets\Atmel-7669-ATtiny25-45-85-Appendix-B-Automotive-Specification-at-1.8V_Datasheet.pdf,0,0,0,0,0,0,AVR,,,,,Yes,,,,,,,,,,,,,,,,,,,3.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY26,datasheets\1477S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,,,,,,"PDIP, QFN, SOIC",,,,,,,,5.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY261,datasheets\Atmel-2588-8-bit-AVR-Microcontrollers-tinyAVR-ATtiny261-ATtiny461-ATtiny861_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY261A,datasheets\Atmel-2588-8-bit-AVR-Microcontrollers-tinyAVR-ATtiny261-ATtiny461-ATtiny861_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY28,datasheets\1062S.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,85,-40,,,,,,,,"PDIP, QFN, TQFP",,,,,,,,5.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY3216,datasheets\ATtiny3216-17-Auto-DataSheet-DS40002212A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,PTC,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY3217,datasheets\ATtiny3216-17-Auto-DataSheet-DS40002212A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,PTC,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY3224,datasheets\ATtiny3224-3226-3227-Data-Sheet-DS40002345B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,3,85,-40,20,32,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY3226,datasheets\ATtiny3224-3226-3227-Data-Sheet-DS40002345B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,3,85,-40,20,32,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY3227,datasheets\ATtiny3224-3226-3227-Data-Sheet-DS40002345B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,3,85,-40,20,32,,2,,,256,,1,,,,,3,,5.5,1.8,,,,,,Yes,,,,,,,2,1,,,,,,,,,,,
ATTINY4,datasheets\8127_125.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,125,-40,,,,,,,,,,,,,,,,2.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY40,datasheets\Atmel-8263-8-bit-AVR-Microcontroller-tinyAVR-ATtiny40_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,PTC,,,,,"SOIC, TSSOP, VQFN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY402,datasheets\ATtiny202-04-402-04-06-Auto-DataSheet-DS40002159A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY404,datasheets\ATtiny202-04-402-04-06-Auto-DataSheet-DS40002159A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY406,datasheets\ATtiny202-04-402-04-06-Auto-DataSheet-DS40002159A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY412,datasheets\ATtiny212-14-412-14-Automotive-DS40002229A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,8,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY414,datasheets\ATtiny212-14-412-14-Automotive-DS40002229A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,16,,,,,,,,,8,,,,,,5.5,2.7,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY416,datasheets\ATtiny212-214-412-414-416-DataSheet-DS40002287A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,8,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY417,datasheets\ATtiny417-814-816-817-DataSheet-DS40002288A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,8,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY424,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,512B,85,-40,20,4,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,12,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY426,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,512B,85,-40,20,4,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,18,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY427,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,512B,85,-40,20,4,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,22,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY4313,datasheets\doc8246.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,256 Bytes,85,-40,,4,,,,,256 Bytes,"PDIP, SOIC, VQFN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY43U,datasheets\doc8048.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,PTC,,,,,"QFN, SOIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY44,datasheets\Atmel-7819_Automotive-Microcontrollers-ATtiny24-44-84-Appendix-B_Datasheet.pdf,0,0,0,0,0,0,AVR,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY441,datasheets\Atmel-8495-8-bit-AVR-Microcontrollers-ATtiny441-ATtiny841_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY44A,datasheets\Atmel-7819_Automotive-Microcontrollers-ATtiny24-44-84-Appendix-B_Datasheet.pdf,0,0,0,0,0,0,AVR,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY45,datasheets\Atmel-7669-ATtiny25-45-85-Appendix-B-Automotive-Specification-at-1.8V_Datasheet.pdf,0,0,0,0,0,0,AVR,,,,,Yes,,,,,,,,,,,,,,,,,,,3.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY461,datasheets\Atmel-2588-8-bit-AVR-Microcontrollers-tinyAVR-ATtiny261-ATtiny461-ATtiny861_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY461A,datasheets\Atmel-2588-8-bit-AVR-Microcontrollers-tinyAVR-ATtiny261-ATtiny461-ATtiny861_Datasheet.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY48,datasheets\doc8008.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,256 Bytes,85,-40,,4,PTC,,,,64 Bytes,"PDIP, QFN, TQFP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY5,datasheets\8127_125.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,,Yes,,125,-40,,,,,,,,,,,,,,,,2.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
ATTINY804,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY806,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY807,datasheets\ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,,,,,,,,,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY814,datasheets\ATtiny417-814-816-817-DataSheet-DS40002288A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,8,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY816,datasheets\ATtiny417-814-816-817-DataSheet-DS40002288A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,8,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY817,datasheets\ATtiny417-814-816-817-DataSheet-DS40002288A.pdf,0,1,0,1,0,0,AVR,Yes,Yes,Yes,10,Yes,,105,-40,20,,PTC,,,,,,,8,,,,,,5.5,1.8,,,,,,Yes,,,,,,,,,,,,,,,,,,,
ATTINY824,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,1,85,-40,20,8,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,12,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY826,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,1,85,-40,20,8,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,18,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY827,datasheets\ATtiny424-426-427-824-826-827-DataSheet-DS40002311B.pdf,0,0,0,0,0,0,AVR,Yes,Yes,Yes,12,Yes,1,85,-40,20,8,,2,,,128,,1,,,,,3,,5.5,1.8,,,,,22,Yes,,,,,,,2,1,6,,,,,,,,,,
ATTINY828,datasheets\doc8371.pdf,0,0,0,0,0,0,AVR,Yes,Yes,,10,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
